geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
TG,202151,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,530,354,176,1,100,282909,4.6,187.34,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-51,1,0.36,8.3,0
TI,202151,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,906,809,97,1,100,350986,0.57,258.13,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-51,-4,-1.14,-66.7,0
UR,202151,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,59,37,22,NA,NA,36819,0,160.24,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-51,-2,-5.43,-100,NA
VD,202151,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1096,872,224,1,100,814762,1.1,134.52,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-51,-9,-1.11,-50,0
VS,202151,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,728,582,146,1,100,348503,2.58,208.89,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-51,2,0.57,28.6,0
ZG,202151,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,125,81,44,1,100,128794,0.78,97.05,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-51,-2,-1.55,-66.7,0
ZH,202151,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1597,1129,468,1,100,1553423,1.22,102.81,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-51,-3,-0.2,-13.6,0
AG,202152,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,819,562,257,1,100,694072,1.44,118,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-3,-0.43,-23.1,0
AI,202152,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,22,15,7,NA,NA,16293,0,135.03,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,0,0,NA,NA
AR,202152,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,72,55,17,NA,NA,55309,0,130.18,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-1,-1.81,-100,NA
BE,202152,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1373,929,444,1,100,1043132,1.92,131.62,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,0,0,0,0
BL,202152,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,262,198,64,1,100,290969,1.37,90.04,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,2,0.68,100,0
BS,202152,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,261,189,72,1,100,196735,1.52,132.67,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,1,0.5,50,0
FL,202152,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,69,53,16,NA,NA,39055,0,176.67,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,0,0,NA,NA
FR,202152,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,493,415,78,1,100,325496,1.23,151.46,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-1,-0.31,-20,0
GE,202152,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,808,702,106,1,100,506343,1.58,159.58,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,0,0,0,0
GL,202152,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,91,50,41,1,100,40851,4.9,222.76,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,2,4.9,NA,NA
GR,202152,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,222,160,62,1,100,200096,3,110.95,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,2,1,50,0
JU,202152,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,95,56,39,1,100,73709,5.43,128.89,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,0,0,0,0
LU,202152,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,412,280,132,1,100,416347,1.68,98.96,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,5,1.2,250,0
NE,202152,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,382,296,86,1,100,175894,2.27,217.18,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,0,0,0,0
NW,202152,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,32,17,15,1,100,43520,2.3,73.53,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,1,2.3,NA,NA
OW,202152,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,51,33,18,NA,NA,38108,0,133.83,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-1,-2.62,-100,NA
SG,202152,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,815,645,170,1,100,514504,0.78,158.4,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-9,-1.75,-69.2,0
SH,202152,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,95,55,40,1,100,83107,2.41,114.31,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,2,2.41,NA,NA
SO,202152,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,315,244,71,1,100,277462,1.8,113.53,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,2,0.72,66.7,0
SZ,202152,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,272,187,85,1,100,162157,3.7,167.74,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-5,-3.08,-45.5,0
TG,202152,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,540,354,186,1,100,282909,3.53,190.87,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-3,-1.07,-23.1,0
TI,202152,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,913,809,104,1,100,350986,1.99,260.12,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,5,1.42,250,0
UR,202152,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,59,37,22,NA,NA,36819,0,160.24,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,0,0,NA,NA
VD,202152,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1104,872,232,1,100,814762,0.98,135.5,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-1,-0.12,-11.1,0
VS,202152,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,733,582,151,1,100,348503,1.43,210.33,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-4,-1.15,-44.4,0
ZG,202152,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,125,81,44,NA,NA,128794,0,97.05,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-1,-0.78,-100,NA
ZH,202152,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1609,1129,480,1,100,1553423,0.77,103.58,COVID19Death,,2022-08-09_06-08-29,isoweek,2021-52,-7,-0.45,-36.8,0
AG,202201,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,826,562,264,1,100,694072,1.01,119.01,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-3,-0.43,-30,0
AI,202201,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,22,15,7,NA,NA,16293,0,135.03,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,0,0,NA,NA
AR,202201,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,74,55,19,1,100,55309,3.62,133.79,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,2,3.62,NA,NA
BE,202201,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1385,929,456,1,100,1043132,1.15,132.77,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-8,-0.77,-40,0
BL,202201,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,263,198,65,1,100,290969,0.34,90.39,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-3,-1.03,-75,0
BS,202201,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,262,189,73,1,100,196735,0.51,133.17,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-2,-1.01,-66.7,0
FL,202201,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,69,53,16,NA,NA,39055,0,176.67,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,0,0,NA,NA
FR,202201,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,494,415,79,1,100,325496,0.31,151.77,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-3,-0.92,-75,0
GE,202201,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,817,702,115,1,100,506343,1.78,161.35,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,1,0.2,12.5,0
GL,202201,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,91,50,41,NA,NA,40851,0,222.76,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-2,-4.9,-100,NA
GR,202201,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,226,160,66,1,100,200096,2,112.95,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-2,-1,-33.3,0
JU,202201,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,97,56,41,1,100,73709,2.71,131.6,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-2,-2.72,-50,0
LU,202201,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,420,280,140,1,100,416347,1.92,100.88,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,1,0.24,14.3,0
NE,202201,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,385,296,89,1,100,175894,1.71,218.88,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-1,-0.56,-25,0
NW,202201,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,32,17,15,NA,NA,43520,0,73.53,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-1,-2.3,-100,NA
OW,202201,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,51,33,18,NA,NA,38108,0,133.83,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,0,0,NA,NA
SG,202201,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,819,645,174,1,100,514504,0.78,159.18,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,0,0,0,0
SH,202201,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,96,55,41,1,100,83107,1.2,115.51,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-1,-1.21,-50,0
SO,202201,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,317,244,73,1,100,277462,0.72,114.25,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-3,-1.08,-60,0
SZ,202201,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,278,187,91,1,100,162157,3.7,171.44,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,0,0,0,0
TG,202201,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,550,354,196,1,100,282909,3.53,194.41,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,0,0,0,0
TI,202201,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,917,809,108,1,100,350986,1.14,261.26,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-3,-0.85,-42.9,0
UR,202201,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,60,37,23,1,100,36819,2.72,162.96,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,1,2.72,NA,NA
VD,202201,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1113,872,241,1,100,814762,1.1,136.6,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,1,0.12,12.5,0
VS,202201,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,738,582,156,1,100,348503,1.43,211.76,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,0,0,0,0
ZG,202201,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,127,81,46,1,100,128794,1.55,98.61,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,2,1.55,NA,NA
ZH,202201,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1617,1129,488,1,100,1553423,0.51,104.09,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-01,-4,-0.26,-33.3,0
AG,202202,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,833,562,271,1,100,694072,1.01,120.02,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,0,0,0,0
AI,202202,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,23,15,8,1,100,16293,6.14,141.16,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,1,6.14,NA,NA
AR,202202,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,74,55,19,NA,NA,55309,0,133.79,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-2,-3.62,-100,NA
BE,202202,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1398,929,469,1,100,1043132,1.25,134.02,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,1,0.1,8.3,0
BL,202202,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,266,198,68,1,100,290969,1.03,91.42,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,2,0.69,200,0
BS,202202,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,265,189,76,1,100,196735,1.52,134.7,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,2,1.01,200,0
FL,202202,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,70,53,17,1,100,39055,2.56,179.23,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,1,2.56,NA,NA
FR,202202,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,498,415,83,1,100,325496,1.23,153,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,3,0.92,300,0
GE,202202,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,823,702,121,1,100,506343,1.18,162.54,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-3,-0.6,-33.3,0
GL,202202,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,92,50,42,1,100,40851,2.45,225.21,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,1,2.45,NA,NA
GR,202202,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,229,160,69,1,100,200096,1.5,114.45,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-1,-0.5,-25,0
JU,202202,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,98,56,42,1,100,73709,1.36,132.96,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-1,-1.35,-50,0
LU,202202,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,425,280,145,1,100,416347,1.2,102.08,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-3,-0.72,-37.5,0
NE,202202,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,387,296,91,1,100,175894,1.14,220.02,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-1,-0.57,-33.3,0
NW,202202,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,33,17,16,1,100,43520,2.3,75.83,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,1,2.3,NA,NA
OW,202202,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,51,33,18,NA,NA,38108,0,133.83,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,0,0,NA,NA
SG,202202,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,826,645,181,1,100,514504,1.36,160.54,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,3,0.58,75,0
SH,202202,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,97,55,42,1,100,83107,1.2,116.72,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,0,0,0,0
SO,202202,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,320,244,76,1,100,277462,1.08,115.33,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,1,0.36,50,0
SZ,202202,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,280,187,93,1,100,162157,1.23,172.67,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-4,-2.47,-66.7,0
TG,202202,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,556,354,202,1,100,282909,2.12,196.53,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-4,-1.41,-40,0
TI,202202,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,921,809,112,1,100,350986,1.14,262.4,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,0,0,0,0
UR,202202,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,60,37,23,NA,NA,36819,0,162.96,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-1,-2.72,-100,NA
VD,202202,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1119,872,247,1,100,814762,0.74,137.34,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-3,-0.36,-33.3,0
VS,202202,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,742,582,160,1,100,348503,1.15,212.91,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-1,-0.28,-20,0
ZG,202202,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,127,81,46,NA,NA,128794,0,98.61,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,-2,-1.55,-100,NA
ZH,202202,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1633,1129,504,1,100,1553423,1.03,105.12,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-02,8,0.52,100,0
AG,202203,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,839,562,277,1,100,694072,0.86,120.88,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,-1,-0.15,-14.3,0
AI,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,24,15,9,1,100,16293,6.14,147.3,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
AR,202203,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,74,55,19,NA,NA,55309,0,133.79,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,NA,NA
BE,202203,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1411,929,482,1,100,1043132,1.25,135.27,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
BL,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,267,198,69,1,100,290969,0.34,91.76,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,-2,-0.69,-66.7,0
BS,202203,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,267,189,78,1,100,196735,1.02,135.72,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,-1,-0.5,-33.3,0
FL,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,71,53,18,1,100,39055,2.56,181.79,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
FR,202203,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,501,415,86,1,100,325496,0.92,153.92,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,-1,-0.31,-25,0
GE,202203,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,832,702,130,1,100,506343,1.78,164.32,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,3,0.6,50,0
GL,202203,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,92,50,42,NA,NA,40851,0,225.21,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,-1,-2.45,-100,NA
GR,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,230,160,70,1,100,200096,0.5,114.94,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,-2,-1,-66.7,0
JU,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,99,56,43,1,100,73709,1.36,134.31,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
LU,202203,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,431,280,151,1,100,416347,1.44,103.52,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,1,0.24,20,0
NE,202203,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,389,296,93,1,100,175894,1.14,221.16,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
NW,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,34,17,17,1,100,43520,2.3,78.12,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
OW,202203,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,51,33,18,NA,NA,38108,0,133.83,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,NA,NA
SG,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,827,645,182,1,100,514504,0.19,160.74,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,-6,-1.17,-85.7,0
SH,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,98,55,43,1,100,83107,1.2,117.92,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
SO,202203,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,326,244,82,1,100,277462,2.16,117.49,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,3,1.08,100,0
SZ,202203,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,282,187,95,1,100,162157,1.23,173.91,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,0,0,0,0
TG,202203,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,566,354,212,1,100,282909,3.53,200.06,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,4,1.41,66.7,0
TI,202203,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,928,809,119,1,100,350986,1.99,264.4,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,3,0.85,75,0
UR,202203,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,61,37,24,1,100,36819,2.72,165.68,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,1,2.72,NA,NA
VD,202203,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1126,872,254,1,100,814762,0.86,138.2,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,1,0.12,16.7,0
VS,202203,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,763,582,181,1,100,348503,6.03,218.94,COVID19Death,,2022-08-09_06-08-29,isoweek,2022-03,17,4.88,425,0
